SRR number	Sample type
ERR5094894	aquaculture
ERR5094895	aquaculture
ERR5094896	aquaculture
ERR5094897	aquaculture
ERR5094899	aquaculture
ERR5094900	aquaculture
ERR5094901	aquaculture
ERR5094902	aquaculture
ERR5094903	aquaculture
ERR5094904	aquaculture
ERR5094905	aquaculture
SRR7638764	aquaculture
SRR7638778	aquaculture
SRR1022348	aquaculture
SRR7107431	aquaculture
SRR7107432	aquaculture
SRR7107433	aquaculture
SRR7107434	aquaculture
SRR7107435	aquaculture
SRR7107436	aquaculture
SRR7107437	aquaculture
SRR7107438	aquaculture
SRR7107439	aquaculture
SRR7107440	aquaculture
SRR7107441	aquaculture
SRR7107442	aquaculture
SRR7107443	aquaculture
SRR7107444	aquaculture
SRR7107445	aquaculture
SRR7107446	aquaculture
ERR3489835	aquaculture
SRR17477666	agriculture
SRR17477667	agriculture
SRR17477668	agriculture
SRR17477669	agriculture
SRR17477670	agriculture
SRR16608035	agriculture
SRR16608036	agriculture
SRR16608037	agriculture
SRR14712083	agriculture
SRR14712089	agriculture
SRR14712094	agriculture
SRR14712100	agriculture
SRR14712105	agriculture
SRR14712111	agriculture
SRR14712116	agriculture
SRR14712118	agriculture
SRR14640481	agriculture
SRR14640482	agriculture
SRR14640483	agriculture
SRR14640486	agriculture
SRR14640487	agriculture
SRR14320320	agriculture
SRR14320321	agriculture
SRR14320322	agriculture
SRR14320323	agriculture
SRR14320324	agriculture
SRR14320325	agriculture
SRR14320326	agriculture
SRR14320327	agriculture
SRR14320328	agriculture
SRR14320329	agriculture
SRR14320330	agriculture
SRR14320331	agriculture
SRR13590450	agriculture
SRR13590451	agriculture
SRR13590452	agriculture
SRR13590453	agriculture
SRR13590454	agriculture
SRR13590455	agriculture
SRR13590456	agriculture
SRR13590457	agriculture
SRR12149476	agriculture
SRR12060228	agriculture
SRR12060226	agriculture
SRR12060221	agriculture
SRR12060213	agriculture
SRR11843814	agriculture
SRR11843815	agriculture
SRR11843816	agriculture
SRR11843817	agriculture
SRR11843818	agriculture
SRR11843819	agriculture
SRR11843820	agriculture
SRR11843821	agriculture
SRR11843822	agriculture
SRR11843823	agriculture
SRR11843824	agriculture
SRR11843825	agriculture
SRR11843826	agriculture
SRR11843827	agriculture
SRR11843828	agriculture
SRR11843829	agriculture
SRR11843830	agriculture
SRR11843831	agriculture
SRR11843832	agriculture
SRR11843833	agriculture
SRR11843834	agriculture
SRR11843835	agriculture
SRR11843836	agriculture
SRR11843837	agriculture
SRR11843838	agriculture
SRR11843839	agriculture
SRR11843840	agriculture
SRR11829121	agriculture
SRR11829131	agriculture
SRR11829106	agriculture
SRR11829141	agriculture
SRR11622294	agriculture
SRR11622295	agriculture
SRR11622287	agriculture
SRR11615638	agriculture
SRR11615318	agriculture
SRR11615312	agriculture
SRR11615276	agriculture
SRR11615275	agriculture
SRR11614855	agriculture
SRR11614802	agriculture
SRR11614243	agriculture
SRR11614242	agriculture
SRR11613413	agriculture
SRR11613400	agriculture
SRR11613358	agriculture
SRR11613357	agriculture
SRR11613032	agriculture
SRR11449177	agriculture
SRR11449178	agriculture
SRR11449179	agriculture
SRR11449180	agriculture
SRR11449181	agriculture
SRR11449182	agriculture
SRR11449183	agriculture
SRR11449184	agriculture
SRR11449185	agriculture
SRR11449186	agriculture
SRR11449187	agriculture
SRR11449188	agriculture
ERR3258494	agriculture
SRR2164508	agriculture
SRR2164509	agriculture
SRR2164510	agriculture
SRR5831666	aquaculture
SRR5831667	aquaculture
SRR5831668	aquaculture
SRR17938967	agriculture
SRR17938968	agriculture
SRR17938969	agriculture
SRR17938970	agriculture
SRR17938971	agriculture
SRR17938972	agriculture
SRR17938973	agriculture
SRR17938974	agriculture
SRR17938975	agriculture
SRR17938976	agriculture
SRR17938977	agriculture
SRR17938978	agriculture
SRR17938979	agriculture
SRR17938980	agriculture
SRR17938981	agriculture
SRR17938982	agriculture
SRR606836	agriculture
SRR606837	agriculture
SRR606840	agriculture
SRR606841	agriculture
SRR606844	agriculture
SRR606845	agriculture
SRR14715184	aquaculture
SRR14779626	aquaculture
SRR14778841	aquaculture
SRR14778739	aquaculture
SRR14773348	aquaculture
SRR14772021	aquaculture
SRR14771937	aquaculture
SRR14715239	aquaculture
SRR14715196	aquaculture
SRR10767023	agriculture
SRR10767024	agriculture
SRR10767025	agriculture
SRR10767026	agriculture
SRR10767027	agriculture
SRR10767028	agriculture
SRR5639132	agriculture
SRR5639133	agriculture
SRR5639135	agriculture
SRR5639136	agriculture
SRR5639137	agriculture
SRR5639138	agriculture
SRR5639139	agriculture
SRR5639141	agriculture
SRR5639169	agriculture
SRR5639170	agriculture
SRR5639171	agriculture
SRR5639172	agriculture
SRR5639177	agriculture
SRR5639178	agriculture
SRR5639179	agriculture
SRR5639180	agriculture
SRR5639191	agriculture
SRR14660885	agriculture
SRR14660886	agriculture
SRR14660887	agriculture
SRR14660888	agriculture
SRR14660889	agriculture
SRR14660890	agriculture
SRR14660891	agriculture
SRR14660892	agriculture
SRR14660893	agriculture
SRR14660894	agriculture
SRR14660895	agriculture
SRR14660896	agriculture
SRR5823596	agriculture
SRR5823597	agriculture
SRR5823598	agriculture
SRR5823603	agriculture
SRR5823604	agriculture
SRR5823605	agriculture
SRR5823606	agriculture
SRR5823607	agriculture
SRR5823608	agriculture
SRR5823609	agriculture
SRR5823611	agriculture
SRR5260272	agriculture
SRR5260273	agriculture
SRR5260274	agriculture
SRR5260275	agriculture
SRR5260182	agriculture
SRR5260183	agriculture
SRR5260184	agriculture
SRR5260185	agriculture
SRR5260186	agriculture
SRR5260187	agriculture
SRR5260188	agriculture
SRR5260067	agriculture
SRR5260068	agriculture
SRR5260069	agriculture
SRR5260070	agriculture
SRR5260071	agriculture
SRR5260072	agriculture
SRR5260073	agriculture
SRR5259938	agriculture
SRR5259939	agriculture
SRR5259940	agriculture
SRR5259830	agriculture
SRR5259839	agriculture
SRR5260217	agriculture
SRR2071948	agriculture
SRR2071949	agriculture
SRR2070865	agriculture
SRR2070862	agriculture
SRR2070858	agriculture
ERR4245117	agriculture
ERR4245118	agriculture
ERR4245119	agriculture
ERR4245120	agriculture
ERR4245121	agriculture
ERR4245122	agriculture
ERR4245123	agriculture
ERR4245124	agriculture
ERR4245125	agriculture
ERR4245126	agriculture
ERR4245127	agriculture
ERR4245128	agriculture
ERR4245129	agriculture
ERR4245130	agriculture
ERR4245131	agriculture
ERR4245132	agriculture
ERR4245133	agriculture
ERR4245134	agriculture
ERR4245135	agriculture
ERR4245136	agriculture
ERR4245137	agriculture
ERR4245138	agriculture
ERR4245139	agriculture
ERR4245140	agriculture
ERR4245141	agriculture
ERR4245142	agriculture
ERR4245143	agriculture
ERR4245144	agriculture
ERR4245145	agriculture
ERR4245146	agriculture
ERR4245147	agriculture
ERR4245148	agriculture
SRR20019787	agriculture
SRR20019788	agriculture
SRR20019789	agriculture
SRR20019790	agriculture
SRR20019791	agriculture
SRR20019792	agriculture
SRR20019793	agriculture
SRR20019794	agriculture
SRR20019795	agriculture
SRR20019796	agriculture
SRR20019797	agriculture
SRR20019798	agriculture
SRR20019799	agriculture
SRR20019800	agriculture
SRR20019801	agriculture
SRR20019802	agriculture
SRR20019803	agriculture
SRR20019804	agriculture
ERR3943989	agriculture
ERR3943990	agriculture
ERR3943991	agriculture
ERR3943992	agriculture
ERR3943993	agriculture
ERR3943994	agriculture
ERR3943995	agriculture
ERR3943996	agriculture
ERR3943997	agriculture
ERR3929365	agriculture
ERR3929366	agriculture
ERR3929367	agriculture
ERR3929368	agriculture
ERR3929369	agriculture
ERR3929370	agriculture
ERR3929371	agriculture
ERR3929372	agriculture
ERR3929373	agriculture
SRR17012554	agriculture
SRR17012555	agriculture
SRR17012556	agriculture
SRR17012557	agriculture
SRR17012558	agriculture
SRR17012559	agriculture
SRR17012560	agriculture
SRR17012561	agriculture
SRR17012562	agriculture
SRR17012563	agriculture
SRR17012564	agriculture
SRR17012565	agriculture
SRR15413209	agriculture
SRR15413210	agriculture
SRR15413211	agriculture
SRR15413212	agriculture
SRR15413213	agriculture
SRR15413214	agriculture
SRR15413215	agriculture
SRR15413216	agriculture
SRR15413217	agriculture
SRR15413218	agriculture
SRR15413219	agriculture
SRR15413220	agriculture
SRR14292184	agriculture
SRR14292185	agriculture
SRR14292186	agriculture
SRR14292187	agriculture
SRR14292188	agriculture
SRR14292189	agriculture
SRR14292196	agriculture
SRR14292197	agriculture
SRR11829677	agriculture
SRR11829678	agriculture
SRR11829679	agriculture
SRR11829739	agriculture
SRR11743100	agriculture
SRR11742948	agriculture
SRR11742949	agriculture
SRR11742809	agriculture
SRR14292192	agriculture
SRR11742812	agriculture
SRR11742962	agriculture
SRR11743025	agriculture
SRR11743028	agriculture
SRR10260006	agriculture
SRR10260008	agriculture
SRR10260009	agriculture
SRR10260010	agriculture
SRR10159356	agriculture
SRR9948787	agriculture
SRR9948788	agriculture
SRR9948792	agriculture
SRR9948793	agriculture
SRR9948794	agriculture
SRR9948795	agriculture
SRR9948796	agriculture
SRR9948808	agriculture
SRR9948809	agriculture
SRR8199877	agriculture
SRR8199878	agriculture
SRR6831646	agriculture
SRR6821719	agriculture
SRR5580658	forest soil
SRR5580692	forest soil
SRR5512132	agriculture
SRR5512133	agriculture
SRR5512134	agriculture
SRR5512135	agriculture
SRR5512136	agriculture
SRR5512137	agriculture
SRR5512138	agriculture
SRR5512139	agriculture
SRR5512140	agriculture
SRR5512141	agriculture
SRR5512142	agriculture
SRR5512143	agriculture
SRR5512144	agriculture
SRR5512145	agriculture
SRR5512146	agriculture
SRR5512147	agriculture
SRR5381887	agriculture
SRR5381855	agriculture
SRR5381878	agriculture
SRR5381880	agriculture
SRR5381886	agriculture
SRR5381892	agriculture
ERR436052	agriculture
ERR436053	agriculture
ERR436054	agriculture
ERR436055	agriculture
ERR436056	agriculture
SRR1531574	agriculture
SRR12738803	agriculture
SRR12738806	agriculture
SRR12738807	agriculture
SRR12738811	agriculture
SRR12738812	agriculture
SRR12738813	agriculture
SRR12738814	agriculture
SRR12738815	agriculture
SRR12738816	agriculture
SRR12738817	agriculture
SRR12738818	agriculture
SRR12738823	agriculture
SRR12738824	agriculture
SRR12738827	agriculture
SRR12738828	agriculture
SRR12738831	agriculture
SRR12738832	agriculture
SRR12738833	agriculture
SRR12738834	agriculture
SRR12738835	agriculture
SRR12738836	agriculture
SRR9915571	agriculture
SRR9915572	agriculture
SRR9915573	agriculture
SRR9915574	agriculture
SRR9915575	agriculture
SRR9915576	agriculture






